m_tractionControl,m_antiLockBrakes,m_fuelMix,m_frontBrakeBias,m_pitLimiterStatus,m_fuelInTank,m_fuelCapacity,m_fuelRemainingLaps,m_maxRPM,m_idleRPM,m_maxGears,m_drsAllowed,m_drsActivationDistance,m_actualTyreCompound,m_visualTyreCompound,m_tyresAgeLaps,m_vehicleFiaFlags,m_enginePowerICE,m_enginePowerMGUK,m_ersStoreEnergy,m_ersDeployMode,m_ersHarvestedThisLapMGUK,m_ersHarvestedThisLapMGUH,m_ersDeployedThisLap,m_networkPaused
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,591953.5625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,594745.75,83475.828125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,595456.75,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,596548.125,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,601090.6875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,603362.25,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602795.6875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,603436.9375,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,578467.25,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,587799.5,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,596072.75,19334.197265625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,586616.625,80552.8359375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,588366.875,81287.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,579815.6875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,577614.375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,603216.4375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602544.5625,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,238,16,16,11,0,600480.3125,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,231,16,16,11,0,599885.0625,83475.828125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,224,16,16,11,0,598260.6875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,217,16,16,11,0,596354.8125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,209,16,16,11,0,594558.4375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,195,16,16,11,0,573514.125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,175,16,16,11,0,568645.6875,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,169,16,16,11,0,589178.0625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,148,16,16,11,0,600780.875,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,111,16,16,11,0,582949.8125,60039.38671875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,84,16,16,11,0,572943.9375,65185.5859375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,67,16,16,11,0,601223.0625,67020.4296875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,62,16,16,11,0,601098.25,67868.734375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,50,16,16,11,0,601102.25,70653.3046875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,39,16,16,11,0,599753.5,74360.4609375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,27,16,16,11,0,594350.75,78034.2265625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,14,16,16,11,0,597650.625,81105.3125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,11,0,603179.0625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,11,0,601019.5625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,11,0,599900.75,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,598454.375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,592542.25,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,588862.6875,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,581191.4375,83475.828125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,602771.6875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600519.5625,83475.828125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,11,0,600164.9375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,598712.875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,595275.125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,593160.125,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,590187.75,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600781.6875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,603356.8125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,603077.9375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,602804,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,602536.6875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,602278.375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601369.0625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600289.375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599881.9375,82486.640625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599789.5625,81967.5390625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599497.3125,81419.109375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,226,16,16,12,0,598439.6875,79908.1484375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,208,16,16,12,0,589990.875,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,200,16,16,12,0,600335.5,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,184,16,16,12,0,596114.5,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,170,16,16,12,0,589232.75,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,152,16,16,12,0,595190.5,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,146,16,16,12,0,601237.5,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,127,16,16,12,0,603257.5625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,115,16,16,12,0,590957.625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,112,16,16,12,0,585634.0625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,95,16,16,12,0,545405.6875,2506.156494140625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,90,16,16,12,0,540708.6875,5271.3515625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,83,16,16,12,0,528430.125,5617.56884765625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,79,16,16,12,0,527762.5,7442.29736328125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,76,16,16,12,0,540241.1875,11100.435546875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,68,16,16,12,0,588289.3125,20619.005859375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,56,16,16,12,0,592169.5625,32729.689453125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,51,16,16,12,0,590415.5625,35707.56640625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,33,16,16,12,0,602609.0625,45799.82421875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,23,16,16,12,0,600842.375,50954.8828125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,17,16,16,12,0,599761.9375,53458.4921875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,12,0,593687.9375,64491.609375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,12,0,603143.875,66514.625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,12,0,602611.125,68625.53125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,595799.1875,76798.109375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,593103.375,78747.6640625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,590265.75,80642.03125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,586937.375,82475.0234375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,578346.875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,577966.9375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601670.375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601000.9375,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599783.1875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,597770.9375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,595809.25,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,593857.125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,590178.1875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,586008.0625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,583470.1875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,603248.5625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601730.5,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601323,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600279.0625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599326.25,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,593974.6875,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,595263.5625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,598851.125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600397,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,598798.8125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,602724.9375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,602487.125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,602256.0625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,602024.5625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601795.8125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601127.9375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600733.3125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600550.9375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599986.875,83014.359375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599907,82623.765625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599817.3125,82135.7421875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599774.875,81997.3046875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599634.6875,81778.9296875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599506.5625,81600.1953125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,593015.3125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,603618.0625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,595247.1875,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,592150.9375,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601291.75,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600184.625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,156,16,16,12,0,600335.875,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,149,16,16,12,0,543572.125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,143,16,16,12,0,464062.28125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,140,16,16,12,0,459685.78125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,137,16,16,12,0,449277.21875,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,135,16,16,12,0,391089.03125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,130,16,16,12,0,370202.28125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,127,16,16,12,0,358012.875,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,111,16,16,12,0,260781.984375,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,108,16,16,12,0,252272.828125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,98,16,16,12,0,239875.8125,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,97,16,16,12,0,248654.625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,93,16,16,12,0,269324.09375,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,79,16,16,12,0,396648.625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,77,16,16,12,0,413734.40625,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,74,16,16,12,0,445659.4375,0,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,71,16,16,12,0,498297.125,117.68811798095703,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,69,16,16,12,0,563992.625,2836.185791015625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,66,16,16,12,0,602689.5,5961.10693359375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,63,16,16,12,0,591427.9375,8700.4892578125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,59,16,16,12,0,566337.1875,11392.359375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,52,16,16,12,0,565758.4375,17148.55859375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,49,16,16,12,0,587341,19773.353515625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,34,16,16,12,0,599320.5625,32143.69140625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,25,16,16,12,0,588952.5,38066.73046875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,11,16,16,12,0,602613.375,45753.2890625,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,6,16,16,12,0,602372.5625,48547.34375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,1,16,16,12,0,601047.8125,51193.80078125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,1,0,16,16,12,0,598938.375,53698.9375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601100.375,71223.0546875,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600123.25,73362.9375,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,602700.3125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600484.6875,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,599948.375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,595891.0625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,592200,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,590254.875,83475.8203125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,588091.375,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601220.5625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,603002.5625,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,601894.8125,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,600619.5,83475.8125,4000000,2,0,0,0,0
0,1,3,63,0,10,110,6.92307710647583,13000,3499,9,0,0,16,16,12,0,598920.125,83475.8125,4000000,2,0,0,0,0
